全衣柜编号,名称,分类编号,心级,,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径,套装,版本号
50379,冰蓝长裙,379,5,,SS,,SS,,A,,,S,,A,,,设·进378,公主的戎装,V1.6.1
50384,璀璨永恒·下,384,3,,C,,B,,SS,,SS,,B,,睡衣,,店·金币,,V1.6.1
50385,诵霓裳·裙,385,4,,SS,,SS,,A,,A,,,B,中式现代,,活动·元旦彩灯,诵霓裳,V1.6.4
50386,雪花短裙,386,3,,B,,,S,,S,,A,,A,,,设·图,,V1.6.3
50388,圣诞风背带裙,388,3,,B,,,S,,S,,A,,B,,,设·图,,V1.6.3
50380,圆中规,380,3,,,A,S,,,S,,B,,B,,,设·图,油画家,V1.6.5
50381,圆中规·蓝,381,3,,,B,S,,S,,,A,,A,,,设·定380,,V1.6.5
50382,圆中规·红,382,3,,,B,,S,,S,,B,,A,,,设·定380,,V1.6.5
50391,渲色优雅,391,4,,,S,S,,B,,,A,,S,,,浪·云禅,,V1.6.6
50392,渲色沉静,392,4,,B,,B,,SS,,S,,,A,中式现代,,设·定391,,V1.6.6
50393,福星高照,393,3,,,B,,S,,S,,A,A,,中式现代,,浪·云禅,,V1.6.6
50394,福星高照·蓝,394,3,,B,,S,,S,,,A,,B,中式现代,,设·定393,,V1.6.6
50395,赤云玄铁绔,395,5,,A,,,SS,,SS,S,,,A,中式古典,侠客联盟,活动·春节福袋,齐天大圣,V1.6.6
50389,白绸裤,389,5,,S,,SS,,,A,,SS,,A,中式现代,,赠,金猴送福,V1.6.6
