全衣柜编号,名称,分类编号,心级,,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径,套装,版本号
40377,游鲤图·上衣,377,4,,A,,SS,,,A,,S,A,,中式现代,,设·图,游鲤图,V1.4.3
40378,坚贞信仰,378,4,,A,,S,,S,,A,,,A,,,浪·昼夜,,V1.5.4
40379,香甜梦境,379,5,,S,,,S,,SS,SS,,,A,,,浪·昼夜,,V1.5.4
40380,香甜梦境·蓝,380,5,,S,,,A,,SS,,SS,,S,,,设·定379,,V1.5.4
40381,香甜梦境·妃,381,5,,A,,,S,,SS,,SS,,S,,,设·定379,,V1.5.4
40382,陆军背心,382,4,,A,,A,,S,,S,,A,,军装,,设·图,陆军少校,V1.5.2
40383,海军背心,383,4,,A,,A,,SS,,S,,A,,军装,,设·定382,,V1.5.2
40384,魔力·珍稀,384,4,,SS,,,A,B,,S,,,A,原宿系,,设·进385,魔力星,V1.5.2
40385,魔力·华丽,385,3,,,SS,,A,A,,SS,,,A,原宿系,,设·进386,,V1.5.2
40386,魔力,386,2,,,SS,,A,A,,S,,A,,,,设·图,,V1.5.2
40387,竹枝词·珍稀,387,4,,A,,S,,,A,,SS,,A,,,设·进388,听竹轩,V1.5.2
40388,竹枝词·华丽,388,3,,A,,S,,,B,,S,,A,,,设·进389,,V1.5.2
40389,竹枝词,389,2,,,B,S,,,B,S,,B,,,,10-2公,,V1.5.2
40390,都市丽人,390,3,,A,,S,,S,,,B,,B,,,10-2少,,V1.5.2
40391,巧克力制服,391,3,,A,,S,,B,,S,,,A,,,设·定390,,V1.5.2
40392,小公主·衣,392,3,,A,,,S,,B,S,,A,,,,10-8少,,V1.5.2
40393,炮弹抹胸,393,3,,,S,,B,B,,S,,B,,,,店·金币,,V1.5.1
40394,魔术上衣,394,5,,S,,SS,,B,,A,,,A,,,浪·幻,魔术大师,V1.5.1
40395,跃动波点·上,395,4,,A,,,B,,S,SS,,A,,泳装,,店·钻石,跃动少女,V1.5.2
40396,静谧夜色·上,396,4,,,A,A,,S,,S,,A,,泳装,,设·定395,,V1.5.2
40397,甜美格纹·上,397,4,,A,,,A,,S,,S,A,,泳装,,设·定395,,V1.5.2
40404,黑白名媛,404,4,,A,,SS,,S,,B,,,A,,,设·图,黑白名媛,V1.5.2
40405,奇迹之心,405,4,,A,,,A,,SS,,S,A,,,,设·重构,,V1.5.3
40406,奇迹之心·华丽,406,5,,SS,,,SS,,S,,A,,A,,,设·进405,奇迹之心,V1.5.3
40407,奇迹之心·蓝,407,5,,A,,,A,,SS,,SS,,S,,,设·定406,,V1.5.3
40408,梦幻礼服衣,408,4,,A,,S,,,A,,SS,A,,童话系,,联盟·梦幻,梦幻礼服,V1.6.1
40409,水墨抄·衣,409,4,,,S,A,,,A,,S,,A,中式现代,,联盟·梦幻,水墨抄,V1.6.1
40410,天蓝衬衫,410,3,,,A,,A,,S,,S,,A,,,联盟·小铺,,V1.6.1
40411,训练常服,411,4,,A,,SS,,A,,,S,,A,,,设·进410,,V1.6.1
40412,战斗日常,412,5,,SS,,S,,S,,,A,,A,,,设·进411,公主的戎装,V1.6.1
40416,璀璨永恒·上,416,3,,B,,B,,SS,,S,,B,,睡衣,,店·金币,,V1.6.1
40417,诵霓裳·衣,417,4,,,SS,,B,,B,,SS,,A,中式现代,,活动·元旦彩灯,诵霓裳,V1.6.4
40418,圣诞风毛衣,418,3,,A,,,B,,S,,B,,SS,冬装,,设·图,,V1.6.3
40419,针织毛衣·绿,419,3,,B,,S,,S,,,B,,A,冬装,,设·图,,V1.6.3
40399,条纹吊带衫·白,399,3,,,B,B,,SS,,S,,,B,,,11-2少,,V1.6.5
40400,条纹吊带衫·黑,400,3,,,A,S,,S,,B,,,B,,,设·定399,,V1.6.5
40401,破碎星空·梦,401,3,,B,,,B,SS,,S,,A,,,,11-4少,,V1.6.5
40402,破碎星空·玄,402,3,,B,,,B,S,,SS,,B,,,,设·定401,,V1.6.5
40403,破碎星空·幻,403,3,,A,,,S,,S,B,,B,,,,设·定401,,V1.6.5
40413,方中矩,413,3,,,S,A,,,S,,A,,A,,,设·图,油画家,V1.6.5
40414,方中矩·黑,414,3,,,B,S,,S,,,B,,A,,,设·定413,,V1.6.5
40423,墨色琉璃,423,4,,A,,A,,SS,,S,,A,,中式现代,,浪·云禅,,V1.6.6
40424,花开富贵,424,3,,,B,,S,,S,,B,A,,中式现代,,浪·云禅,,V1.6.6
40425,花开富贵·蓝,425,3,,B,,S,,S,,,B,,A,中式现代,,设·定424,,V1.6.6
40426,锁子黄金甲,426,5,,SS,,,SS,,S,A,,,A,中式古典,侠客联盟,活动·春节福袋,齐天大圣,V1.6.6
40421,金猴送福,421,5,,S,,,SS,,S,,A,,A,中式现代,小动物,赠,金猴送福,V1.6.6
